IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
104.21.227.150,4,4,0.00,170.44,0.00
104.18.61.72,4,4,0.00,171.74,0.00
104.16.125.39,4,4,0.00,172.92,0.00
104.19.107.51,4,4,0.00,174.29,0.00
104.16.119.217,4,4,0.00,175.79,0.00
104.16.118.59,4,4,0.00,177.53,0.00
104.18.49.66,4,4,0.00,178.40,0.00
104.16.44.168,4,4,0.00,179.53,0.00
104.19.62.104,4,4,0.00,184.14,0.00
104.21.61.90,4,4,0.00,200.03,0.00
104.21.222.206,4,4,0.00,201.95,0.00
104.21.45.232,4,4,0.00,204.09,0.00
104.21.105.60,4,4,0.00,204.24,0.00
104.21.47.237,4,4,0.00,204.50,0.00
104.21.53.158,4,4,0.00,205.65,0.00
104.21.94.74,4,4,0.00,207.10,0.00
104.21.219.74,4,4,0.00,208.61,0.00
104.21.41.59,4,4,0.00,209.93,0.00
104.21.201.100,4,4,0.00,210.42,0.00
104.21.32.178,4,4,0.00,210.65,0.00
104.21.60.1,4,4,0.00,211.20,0.00
104.21.84.231,4,4,0.00,211.54,0.00
104.21.121.180,4,4,0.00,211.72,0.00
104.21.36.64,4,4,0.00,213.02,0.00
104.21.221.99,4,4,0.00,213.03,0.00
104.21.4.74,4,4,0.00,213.32,0.00
104.21.48.90,4,4,0.00,213.73,0.00
104.21.83.134,4,4,0.00,214.14,0.00
104.21.31.109,4,4,0.00,215.11,0.00
104.21.108.158,4,4,0.00,215.18,0.00
104.27.194.244,4,4,0.00,215.62,0.00
104.27.44.179,4,4,0.00,215.82,0.00
104.24.147.215,4,4,0.00,216.44,0.00
104.21.213.39,4,4,0.00,216.54,0.00
104.20.162.136,4,4,0.00,216.65,0.00
104.22.35.63,4,4,0.00,216.67,0.00
104.21.103.80,4,4,0.00,217.40,0.00
104.27.122.153,4,4,0.00,217.58,0.00
104.23.101.146,4,4,0.00,218.21,0.00
104.21.51.68,4,4,0.00,218.28,0.00
104.25.194.176,4,4,0.00,218.46,0.00
104.21.68.184,4,4,0.00,218.53,0.00
104.21.114.233,4,4,0.00,218.60,0.00
104.24.217.36,4,4,0.00,218.95,0.00
104.25.220.188,4,4,0.00,218.97,0.00
104.25.135.134,4,4,0.00,219.02,0.00
104.24.142.69,4,4,0.00,219.65,0.00
104.20.4.29,4,4,0.00,219.83,0.00
104.21.193.70,4,4,0.00,220.08,0.00
104.23.99.55,4,4,0.00,220.23,0.00
104.21.81.131,4,4,0.00,220.30,0.00
104.23.128.187,4,4,0.00,220.31,0.00
104.20.13.222,4,4,0.00,220.56,0.00
104.25.4.127,4,4,0.00,220.62,0.00
104.24.39.241,4,4,0.00,220.86,0.00
104.27.103.67,4,4,0.00,220.98,0.00
104.20.59.152,4,4,0.00,221.31,0.00
104.24.62.83,4,4,0.00,221.32,0.00
104.27.36.156,4,4,0.00,221.53,0.00
104.23.136.208,4,4,0.00,221.54,0.00
104.24.91.105,4,4,0.00,222.10,0.00
104.20.208.91,4,4,0.00,222.11,0.00
104.22.40.228,4,4,0.00,222.31,0.00
104.20.221.196,4,4,0.00,222.39,0.00
104.20.166.73,4,4,0.00,222.51,0.00
104.23.97.9,4,4,0.00,222.52,0.00
104.27.195.218,4,4,0.00,222.99,0.00
104.23.121.47,4,4,0.00,223.03,0.00
104.24.248.184,4,4,0.00,223.13,0.00
104.25.212.190,4,4,0.00,223.34,0.00
104.22.79.27,4,4,0.00,223.40,0.00
104.27.82.50,4,4,0.00,223.51,0.00
104.24.15.51,4,4,0.00,223.51,0.00
104.24.83.88,4,4,0.00,223.63,0.00
104.25.38.87,4,4,0.00,223.69,0.00
104.24.84.9,4,4,0.00,223.70,0.00
104.25.102.45,4,4,0.00,223.77,0.00
104.24.145.141,4,4,0.00,223.78,0.00
104.27.101.123,4,4,0.00,223.78,0.00
104.27.81.78,4,4,0.00,223.90,0.00
104.20.19.133,4,4,0.00,224.00,0.00
104.27.52.188,4,4,0.00,224.18,0.00
104.24.13.65,4,4,0.00,224.28,0.00
104.27.199.25,4,4,0.00,224.31,0.00
104.22.11.13,4,4,0.00,224.34,0.00
104.20.58.43,4,4,0.00,224.41,0.00
104.27.193.25,4,4,0.00,224.52,0.00
104.27.28.66,4,4,0.00,224.54,0.00
104.24.5.104,4,4,0.00,224.67,0.00
104.25.242.158,4,4,0.00,224.69,0.00
104.21.7.229,4,4,0.00,224.84,0.00
104.25.36.33,4,4,0.00,224.85,0.00
104.20.1.250,4,4,0.00,224.88,0.00
104.25.237.121,4,4,0.00,224.93,0.00
104.27.14.30,4,4,0.00,224.97,0.00
104.25.7.82,4,4,0.00,225.22,0.00
104.27.1.55,4,4,0.00,225.37,0.00
104.23.125.14,4,4,0.00,225.40,0.00
104.20.8.216,4,4,0.00,225.52,0.00
104.27.110.109,4,4,0.00,225.58,0.00
104.24.140.229,4,4,0.00,225.77,0.00
104.24.87.96,4,4,0.00,225.98,0.00
104.24.34.192,4,4,0.00,225.98,0.00
104.20.12.242,4,4,0.00,226.02,0.00
104.20.197.29,4,4,0.00,226.04,0.00
104.20.240.171,4,4,0.00,226.08,0.00
104.23.104.85,4,4,0.00,226.16,0.00
104.27.127.161,4,4,0.00,226.19,0.00
104.20.161.64,4,4,0.00,226.37,0.00
104.24.229.29,4,4,0.00,226.42,0.00
104.27.21.171,4,4,0.00,226.55,0.00
104.27.30.126,4,4,0.00,226.57,0.00
104.25.121.196,4,4,0.00,226.60,0.00
104.20.223.232,4,4,0.00,226.72,0.00
104.27.58.106,4,4,0.00,226.80,0.00
104.25.97.233,4,4,0.00,226.84,0.00
104.20.46.9,4,4,0.00,227.03,0.00
104.24.43.184,4,4,0.00,227.03,0.00
104.27.99.217,4,4,0.00,227.13,0.00
104.20.61.178,4,4,0.00,227.22,0.00
104.24.210.161,4,4,0.00,227.27,0.00
104.23.141.34,4,4,0.00,227.29,0.00
104.22.64.48,4,4,0.00,227.32,0.00
104.25.25.124,4,4,0.00,227.33,0.00
104.24.14.52,4,4,0.00,227.40,0.00
104.25.23.123,4,4,0.00,227.52,0.00
104.24.9.91,4,4,0.00,227.64,0.00
104.25.44.73,4,4,0.00,227.67,0.00
104.22.67.45,4,4,0.00,227.78,0.00
104.27.17.30,4,4,0.00,227.98,0.00
104.27.53.99,4,4,0.00,228.10,0.00
104.20.207.226,4,4,0.00,228.11,0.00
104.23.105.183,4,4,0.00,228.52,0.00
104.20.249.5,4,4,0.00,228.53,0.00
104.24.207.207,4,4,0.00,228.54,0.00
104.20.67.126,4,4,0.00,228.87,0.00
104.27.22.129,4,4,0.00,228.91,0.00
104.21.90.227,4,4,0.00,228.98,0.00
104.24.25.95,4,4,0.00,229.00,0.00
104.20.21.187,4,4,0.00,229.02,0.00
104.20.17.230,4,4,0.00,229.08,0.00
104.24.162.206,4,4,0.00,229.18,0.00
104.22.46.158,4,4,0.00,229.30,0.00
104.23.137.77,4,4,0.00,229.32,0.00
104.22.77.156,4,4,0.00,229.35,0.00
104.24.153.123,4,4,0.00,229.35,0.00
104.24.24.223,4,4,0.00,229.40,0.00
104.20.49.254,4,4,0.00,229.43,0.00
104.27.61.44,4,4,0.00,229.58,0.00
104.25.113.43,4,4,0.00,229.61,0.00
104.24.36.220,4,4,0.00,229.70,0.00
104.24.11.74,4,4,0.00,229.81,0.00
104.24.72.10,4,4,0.00,230.10,0.00
104.24.250.177,4,4,0.00,230.20,0.00
104.24.146.155,4,4,0.00,230.23,0.00
104.24.73.226,4,4,0.00,230.23,0.00
104.25.156.210,4,4,0.00,230.25,0.00
104.22.65.28,4,4,0.00,230.59,0.00
104.20.245.252,4,4,0.00,230.65,0.00
104.24.10.178,4,4,0.00,230.71,0.00
104.24.53.51,4,4,0.00,230.82,0.00
104.24.38.204,4,4,0.00,231.03,0.00
104.22.45.123,4,4,0.00,231.10,0.00
104.25.103.186,4,4,0.00,231.14,0.00
104.20.63.37,4,4,0.00,231.36,0.00
104.24.4.144,4,4,0.00,231.41,0.00
104.22.5.143,4,4,0.00,231.42,0.00
104.26.4.253,4,4,0.00,231.49,0.00
104.25.157.202,4,4,0.00,231.50,0.00
104.25.159.179,4,4,0.00,231.57,0.00
104.27.3.188,4,4,0.00,231.57,0.00
104.27.85.214,4,4,0.00,231.66,0.00
104.23.98.201,4,4,0.00,231.73,0.00
104.24.151.179,4,4,0.00,231.81,0.00
104.23.109.72,4,4,0.00,231.86,0.00
104.25.130.30,4,4,0.00,231.95,0.00
104.27.33.149,4,4,0.00,231.98,0.00
104.27.126.26,4,4,0.00,232.04,0.00
104.25.176.61,4,4,0.00,232.08,0.00
104.27.27.215,4,4,0.00,232.11,0.00
104.27.69.90,4,4,0.00,232.21,0.00
104.20.196.35,4,4,0.00,232.44,0.00
104.25.1.187,4,4,0.00,232.44,0.00
104.27.93.140,4,4,0.00,232.45,0.00
104.24.211.174,4,4,0.00,232.55,0.00
104.24.254.75,4,4,0.00,232.57,0.00
104.23.102.17,4,4,0.00,232.71,0.00
104.20.81.230,4,4,0.00,232.73,0.00
104.23.110.68,4,4,0.00,232.91,0.00
104.25.22.197,4,4,0.00,233.07,0.00
104.25.251.108,4,4,0.00,233.13,0.00
104.24.156.93,4,4,0.00,233.20,0.00
104.24.205.149,4,4,0.00,233.26,0.00
104.27.75.79,4,4,0.00,233.32,0.00
104.25.197.191,4,4,0.00,233.42,0.00
104.27.56.132,4,4,0.00,233.47,0.00
104.24.12.175,4,4,0.00,233.54,0.00
104.25.119.35,4,4,0.00,233.55,0.00
104.25.129.67,4,4,0.00,233.82,0.00
104.20.247.18,4,4,0.00,234.27,0.00
104.24.252.97,4,4,0.00,234.37,0.00
104.24.45.216,4,4,0.00,234.39,0.00
104.20.55.26,4,4,0.00,234.77,0.00
104.20.146.156,4,4,0.00,235.03,0.00
104.22.47.182,4,4,0.00,235.62,0.00
104.27.120.77,4,4,0.00,235.79,0.00
104.25.39.138,4,4,0.00,236.03,0.00
104.27.86.154,4,4,0.00,236.06,0.00
104.20.140.108,4,4,0.00,236.13,0.00
104.25.59.65,4,4,0.00,236.18,0.00
104.24.54.150,4,4,0.00,236.31,0.00
104.22.38.61,4,4,0.00,236.33,0.00
104.25.60.191,4,4,0.00,236.84,0.00
104.20.32.55,4,4,0.00,236.85,0.00
104.23.130.191,4,4,0.00,236.98,0.00
104.26.1.128,4,4,0.00,237.41,0.00
104.25.185.12,4,4,0.00,238.02,0.00
104.20.26.231,4,4,0.00,238.04,0.00
104.25.13.205,4,4,0.00,238.16,0.00
104.20.72.171,4,4,0.00,238.19,0.00
104.25.73.27,4,4,0.00,238.30,0.00
104.25.193.185,4,4,0.00,238.35,0.00
104.24.168.11,4,4,0.00,238.62,0.00
104.27.47.202,4,4,0.00,238.98,0.00
104.20.150.94,4,4,0.00,239.13,0.00
104.20.7.97,4,4,0.00,239.35,0.00
104.25.72.239,4,4,0.00,240.11,0.00
104.24.33.210,4,4,0.00,240.12,0.00
104.27.19.124,4,4,0.00,240.44,0.00
104.20.219.85,4,4,0.00,240.54,0.00
104.27.9.49,4,4,0.00,240.62,0.00
104.20.70.53,4,4,0.00,241.17,0.00
104.25.57.68,4,4,0.00,241.20,0.00
104.24.3.184,4,4,0.00,241.21,0.00
104.24.7.89,4,4,0.00,241.37,0.00
104.20.174.104,4,4,0.00,241.62,0.00
104.24.82.242,4,4,0.00,241.67,0.00
104.23.96.157,4,4,0.00,242.02,0.00
104.20.118.160,4,4,0.00,242.57,0.00
104.23.111.36,4,4,0.00,243.18,0.00
104.24.27.41,4,4,0.00,243.40,0.00
104.20.119.122,4,4,0.00,243.80,0.00
104.25.175.120,4,4,0.00,243.81,0.00
104.25.21.137,4,4,0.00,243.81,0.00
104.25.26.59,4,4,0.00,243.90,0.00
104.27.4.155,4,4,0.00,244.06,0.00
104.25.206.229,4,4,0.00,244.13,0.00
104.20.107.158,4,4,0.00,244.19,0.00
104.27.51.201,4,4,0.00,244.36,0.00
104.23.139.172,4,4,0.00,244.90,0.00
104.24.202.229,4,4,0.00,244.92,0.00
104.20.191.122,4,4,0.00,245.18,0.00
104.20.103.204,4,4,0.00,245.22,0.00
104.24.2.3,4,4,0.00,245.25,0.00
104.25.45.172,4,4,0.00,245.63,0.00
104.25.141.106,4,4,0.00,245.69,0.00
104.24.60.123,4,4,0.00,246.27,0.00
104.25.255.150,4,4,0.00,246.85,0.00
104.25.207.77,4,4,0.00,247.22,0.00
104.20.78.44,4,4,0.00,247.27,0.00
104.27.83.153,4,4,0.00,247.44,0.00
104.20.95.47,4,4,0.00,247.52,0.00
104.23.123.233,4,4,0.00,247.87,0.00
104.25.239.84,4,4,0.00,248.11,0.00
104.20.142.119,4,4,0.00,248.53,0.00
104.27.60.104,4,4,0.00,250.41,0.00
104.27.96.10,4,4,0.00,250.93,0.00
104.20.124.154,4,4,0.00,251.15,0.00
104.27.5.245,4,4,0.00,251.69,0.00
104.27.97.79,4,4,0.00,252.98,0.00
104.20.147.80,4,4,0.00,255.31,0.00
104.25.112.204,4,4,0.00,256.72,0.00
104.20.96.215,4,4,0.00,258.22,0.00
104.26.7.109,4,4,0.00,259.90,0.00
104.26.15.154,4,4,0.00,268.75,0.00
104.18.93.179,4,4,0.00,350.72,0.00
104.16.128.249,4,4,0.00,355.39,0.00
104.16.3.52,4,4,0.00,366.09,0.00
104.18.227.209,4,4,0.00,373.57,0.00
104.16.108.174,4,4,0.00,376.16,0.00
104.17.127.57,4,4,0.00,381.76,0.00
104.17.37.158,4,4,0.00,384.72,0.00
104.17.89.19,4,4,0.00,392.34,0.00
104.17.167.19,4,4,0.00,392.86,0.00
104.16.103.47,4,4,0.00,393.44,0.00
104.16.16.230,4,4,0.00,398.72,0.00
104.16.23.247,4,4,0.00,401.84,0.00
104.17.7.114,4,4,0.00,402.92,0.00
104.17.148.248,4,4,0.00,403.38,0.00
104.17.62.246,4,4,0.00,411.37,0.00
104.18.188.228,4,4,0.00,413.64,0.00
104.16.233.8,4,4,0.00,416.24,0.00
104.19.160.24,4,4,0.00,421.02,0.00
104.16.76.233,4,4,0.00,426.07,0.00
104.17.171.65,4,4,0.00,431.90,0.00
104.18.228.19,4,4,0.00,437.44,0.00
104.16.54.97,4,4,0.00,444.21,0.00
104.17.19.172,4,4,0.00,445.46,0.00
104.17.60.210,4,4,0.00,450.52,0.00
104.17.108.10,4,4,0.00,451.02,0.00
104.17.42.246,4,4,0.00,453.76,0.00
104.16.154.228,4,4,0.00,460.46,0.00
104.16.129.192,4,4,0.00,463.10,0.00
104.16.83.178,4,4,0.00,466.07,0.00
104.16.178.170,4,4,0.00,466.36,0.00
104.16.72.219,4,4,0.00,467.18,0.00
104.18.35.196,4,4,0.00,467.19,0.00
104.16.252.221,4,4,0.00,469.28,0.00
104.17.186.134,4,4,0.00,469.53,0.00
104.16.167.220,4,4,0.00,470.78,0.00
104.18.200.115,4,4,0.00,476.80,0.00
104.17.1.60,4,4,0.00,479.25,0.00
104.18.216.203,4,4,0.00,483.20,0.00
104.18.73.55,4,4,0.00,484.53,0.00
104.17.2.175,4,4,0.00,485.30,0.00
104.19.157.49,4,4,0.00,486.50,0.00
104.17.39.23,4,4,0.00,488.02,0.00
104.18.94.175,4,4,0.00,488.36,0.00
104.16.93.36,4,4,0.00,488.37,0.00
104.18.196.206,4,4,0.00,491.37,0.00
104.16.111.25,4,4,0.00,491.93,0.00
104.17.99.159,4,4,0.00,492.07,0.00
104.17.204.117,4,4,0.00,492.28,0.00
104.16.51.207,4,4,0.00,493.72,0.00
104.17.116.184,4,4,0.00,494.42,0.00
104.16.109.19,4,4,0.00,497.35,0.00
104.18.44.108,4,4,0.00,498.47,0.00
104.19.168.243,4,4,0.00,499.36,0.00
104.17.98.144,4,4,0.00,500.37,0.00
104.17.208.65,4,4,0.00,501.12,0.00
104.16.253.52,4,4,0.00,501.53,0.00
104.17.165.84,4,4,0.00,501.82,0.00
104.16.101.0,4,4,0.00,505.80,0.00
104.18.195.135,4,4,0.00,505.89,0.00
104.17.59.204,4,4,0.00,506.51,0.00
104.17.244.52,4,4,0.00,507.22,0.00
104.19.201.157,4,4,0.00,510.76,0.00
104.18.210.167,4,4,0.00,511.15,0.00
104.17.20.207,4,4,0.00,511.92,0.00
104.17.87.173,4,4,0.00,516.33,0.00
104.18.183.156,4,4,0.00,517.27,0.00
104.17.95.102,4,4,0.00,517.29,0.00
104.17.199.220,4,4,0.00,518.67,0.00
104.17.32.12,4,4,0.00,519.89,0.00
104.17.156.246,4,4,0.00,520.08,0.00
104.16.251.234,4,4,0.00,522.16,0.00
104.16.13.221,4,4,0.00,522.58,0.00
104.16.63.173,4,4,0.00,525.43,0.00
104.19.162.106,4,4,0.00,525.90,0.00
104.19.199.99,4,4,0.00,527.62,0.00
104.19.194.20,4,4,0.00,529.79,0.00
104.17.223.167,4,4,0.00,531.00,0.00
104.17.38.211,4,4,0.00,533.54,0.00
104.18.189.236,4,4,0.00,535.16,0.00
104.16.137.121,4,4,0.00,536.31,0.00
104.17.178.122,4,4,0.00,536.39,0.00
104.16.194.3,4,4,0.00,536.42,0.00
104.16.67.47,4,4,0.00,537.53,0.00
104.18.146.156,4,4,0.00,540.93,0.00
104.16.79.83,4,4,0.00,541.14,0.00
104.17.49.176,4,4,0.00,543.51,0.00
104.16.70.151,4,4,0.00,546.39,0.00
104.18.255.148,4,4,0.00,547.49,0.00
104.16.73.58,4,4,0.00,548.05,0.00
104.17.159.238,4,4,0.00,549.00,0.00
104.19.221.240,4,4,0.00,549.79,0.00
104.17.21.6,4,4,0.00,549.80,0.00
104.16.97.78,4,4,0.00,550.02,0.00
104.19.186.212,4,4,0.00,551.62,0.00
104.18.168.116,4,4,0.00,551.63,0.00
104.17.13.126,4,4,0.00,551.81,0.00
104.16.151.116,4,4,0.00,551.91,0.00
104.18.69.132,4,4,0.00,552.81,0.00
104.18.191.74,4,4,0.00,552.88,0.00
104.17.82.249,4,4,0.00,553.17,0.00
104.17.169.68,4,4,0.00,555.44,0.00
104.16.207.95,4,4,0.00,555.61,0.00
104.17.193.15,4,4,0.00,560.97,0.00
104.16.185.42,4,4,0.00,561.67,0.00
104.16.170.124,4,4,0.00,564.76,0.00
104.16.156.182,4,4,0.00,564.90,0.00
104.16.131.24,4,4,0.00,565.02,0.00
104.17.97.56,4,4,0.00,566.87,0.00
104.16.49.177,4,4,0.00,568.84,0.00
104.17.173.188,4,4,0.00,570.49,0.00
104.17.10.192,4,4,0.00,571.73,0.00
104.19.161.169,4,4,0.00,573.17,0.00
104.17.43.228,4,4,0.00,573.48,0.00
104.17.33.188,4,4,0.00,574.71,0.00
104.16.160.83,4,4,0.00,574.90,0.00
104.18.75.248,4,4,0.00,576.02,0.00
104.16.200.12,4,4,0.00,577.14,0.00
104.18.2.121,4,4,0.00,577.56,0.00
104.18.6.5,4,4,0.00,579.95,0.00
104.17.187.86,4,4,0.00,579.99,0.00
104.17.191.74,4,4,0.00,580.76,0.00
104.19.178.205,4,4,0.00,582.57,0.00
104.17.104.39,4,4,0.00,584.57,0.00
104.16.9.142,4,4,0.00,586.06,0.00
104.18.174.19,4,4,0.00,589.51,0.00
104.18.220.11,4,4,0.00,589.66,0.00
104.18.232.107,4,4,0.00,592.34,0.00
104.17.158.59,4,4,0.00,593.07,0.00
104.17.182.143,4,4,0.00,594.07,0.00
104.18.68.57,4,4,0.00,596.10,0.00
104.18.211.233,4,4,0.00,597.43,0.00
104.18.83.51,4,4,0.00,598.45,0.00
104.18.97.15,4,4,0.00,598.86,0.00
104.18.203.180,4,4,0.00,599.50,0.00
104.18.98.187,4,4,0.00,603.41,0.00
104.17.102.185,4,4,0.00,603.65,0.00
104.17.229.178,4,4,0.00,605.26,0.00
104.17.185.112,4,4,0.00,605.51,0.00
104.17.17.237,4,4,0.00,606.47,0.00
104.17.110.235,4,4,0.00,607.49,0.00
104.16.96.213,4,4,0.00,608.94,0.00
104.16.24.88,4,4,0.00,609.33,0.00
104.18.46.194,4,4,0.00,609.74,0.00
104.18.7.48,4,4,0.00,611.64,0.00
104.18.199.112,4,4,0.00,612.49,0.00
104.16.144.101,4,4,0.00,615.28,0.00
104.19.183.33,4,4,0.00,616.27,0.00
104.17.14.221,4,4,0.00,617.02,0.00
104.17.3.238,4,4,0.00,618.16,0.00
104.19.228.118,4,4,0.00,621.39,0.00
104.16.4.33,4,4,0.00,621.41,0.00
104.16.139.32,4,4,0.00,621.93,0.00
104.16.64.152,4,4,0.00,623.10,0.00
104.16.59.14,4,4,0.00,623.20,0.00
104.17.200.43,4,4,0.00,623.77,0.00
104.17.243.213,4,4,0.00,628.61,0.00
104.16.11.133,4,4,0.00,628.72,0.00
104.16.234.93,4,4,0.00,629.15,0.00
104.17.26.106,4,4,0.00,630.04,0.00
104.19.193.173,4,4,0.00,630.67,0.00
104.19.155.242,4,4,0.00,637.27,0.00
104.18.129.26,4,4,0.00,637.41,0.00
104.16.158.136,4,4,0.00,637.44,0.00
104.16.199.254,4,4,0.00,637.57,0.00
104.16.255.215,4,4,0.00,638.11,0.00
104.18.178.203,4,4,0.00,638.85,0.00
104.17.246.83,4,4,0.00,638.91,0.00
104.17.241.160,4,4,0.00,640.97,0.00
104.17.205.231,4,4,0.00,645.85,0.00
104.17.90.188,4,4,0.00,648.45,0.00
104.16.15.10,4,4,0.00,649.63,0.00
104.16.147.81,4,4,0.00,651.25,0.00
104.18.100.67,4,4,0.00,652.50,0.00
104.17.24.231,4,4,0.00,653.18,0.00
104.18.4.219,4,4,0.00,653.48,0.00
104.16.163.78,4,4,0.00,655.51,0.00
104.16.179.42,4,4,0.00,655.71,0.00
104.17.84.242,4,4,0.00,656.64,0.00
104.18.140.185,4,4,0.00,659.17,0.00
104.18.208.197,4,4,0.00,660.10,0.00
104.16.56.164,4,4,0.00,661.48,0.00
104.18.99.155,4,4,0.00,668.67,0.00
104.16.182.78,4,4,0.00,669.47,0.00
104.18.92.186,4,4,0.00,669.89,0.00
104.17.168.186,4,4,0.00,671.01,0.00
104.17.175.119,4,4,0.00,673.13,0.00
104.18.102.139,4,4,0.00,673.23,0.00
104.17.239.83,4,4,0.00,676.34,0.00
104.17.255.154,4,4,0.00,676.82,0.00
104.17.54.127,4,4,0.00,677.36,0.00
104.16.52.232,4,4,0.00,679.39,0.00
104.17.194.150,4,4,0.00,679.83,0.00
104.18.229.56,4,4,0.00,681.10,0.00
104.17.170.150,4,4,0.00,681.57,0.00
104.18.14.239,4,4,0.00,684.04,0.00
104.17.172.116,4,4,0.00,684.06,0.00
104.18.202.234,4,4,0.00,686.92,0.00
104.17.5.174,4,4,0.00,687.39,0.00
104.16.161.152,4,4,0.00,689.05,0.00
104.18.161.241,4,4,0.00,695.09,0.00
104.18.106.24,4,4,0.00,699.07,0.00
104.16.53.196,4,4,0.00,699.21,0.00
104.17.55.173,4,4,0.00,699.69,0.00
104.17.181.111,4,4,0.00,704.31,0.00
104.17.251.194,4,4,0.00,704.91,0.00
104.16.140.100,4,4,0.00,707.48,0.00
104.19.163.55,4,4,0.00,707.51,0.00
104.18.249.201,4,4,0.00,708.85,0.00
104.16.10.217,4,4,0.00,709.02,0.00
104.17.25.112,4,4,0.00,712.46,0.00
104.17.190.73,4,4,0.00,714.15,0.00
104.17.164.112,4,4,0.00,717.41,0.00
104.19.164.130,4,4,0.00,717.45,0.00
104.17.153.77,4,4,0.00,717.76,0.00
104.17.155.63,4,4,0.00,719.72,0.00
104.18.222.134,4,4,0.00,720.87,0.00
104.18.179.169,4,4,0.00,721.00,0.00
104.19.216.211,4,4,0.00,722.87,0.00
104.18.3.99,4,4,0.00,723.22,0.00
104.19.149.170,4,4,0.00,724.32,0.00
104.16.25.241,4,4,0.00,728.29,0.00
104.16.192.88,4,4,0.00,737.33,0.00
104.17.184.185,4,4,0.00,739.71,0.00
104.19.188.120,4,4,0.00,739.83,0.00
104.18.103.215,4,4,0.00,743.58,0.00
104.17.250.219,4,4,0.00,744.47,0.00
104.16.60.0,4,4,0.00,745.35,0.00
104.18.204.232,4,4,0.00,745.41,0.00
104.17.163.46,4,4,0.00,746.71,0.00
104.16.105.137,4,4,0.00,748.47,0.00
104.17.248.147,4,4,0.00,751.62,0.00
104.18.218.13,4,4,0.00,754.94,0.00
104.18.217.96,4,4,0.00,755.82,0.00
104.18.131.135,4,4,0.00,755.99,0.00
104.18.85.198,4,4,0.00,758.47,0.00
104.18.111.128,4,4,0.00,760.09,0.00
104.16.86.82,4,4,0.00,760.55,0.00
104.18.72.68,4,4,0.00,773.44,0.00
104.18.251.54,4,4,0.00,775.54,0.00
104.19.187.246,4,4,0.00,778.53,0.00
104.18.139.231,4,4,0.00,778.70,0.00
104.16.166.23,4,4,0.00,785.37,0.00
104.16.87.103,4,4,0.00,785.57,0.00
104.18.0.198,4,4,0.00,791.40,0.00
104.17.220.113,4,4,0.00,797.32,0.00
104.17.160.201,4,4,0.00,807.67,0.00
104.18.219.219,4,4,0.00,812.02,0.00
104.16.148.70,4,4,0.00,813.28,0.00
104.18.138.159,4,4,0.00,816.95,0.00
104.18.207.6,4,4,0.00,817.10,0.00
104.16.20.211,4,4,0.00,819.18,0.00
104.18.71.30,4,4,0.00,833.02,0.00
104.17.177.132,4,4,0.00,849.36,0.00
104.18.209.233,4,4,0.00,849.48,0.00
104.18.230.49,4,4,0.00,868.53,0.00
104.16.22.21,4,4,0.00,884.50,0.00
104.16.65.235,4,4,0.00,904.15,0.00
104.16.0.241,4,4,0.00,905.21,0.00
104.19.74.9,4,3,0.25,153.92,0.00
104.18.58.146,4,3,0.25,155.96,0.00
104.19.24.90,4,3,0.25,156.08,0.00
104.19.47.42,4,3,0.25,157.02,0.00
